"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"UST BOND - CHICAGO BOARD OF TRADE",240116,2024-01-16,020601,CBT ,00,020 , 1442368,  181558,  309310,    8594, 1056607,  986461, 1246759, 1304365,  195609,  138003, 1442368,  181558,  309310,    8594, 1056607,  986461, 1246759, 1304365,  195609,  138003,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -9672,    2844,  -25156,    2002,  -12128,   13877,   -7282,   -9277,   -2390,    -395,  100.0,   12.6,   21.4,    0.6,   73.3,   68.4,   86.4,   90.4,   13.6,    9.6,  100.0,   12.6,   21.4,    0.6,   73.3,   68.4,   86.4,   90.4,   13.6,    9.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    211,     27,     33,     19,    100,    114,    138,    155,    211,     27,     33,     19,    100,    114,    138,    155,      0,      0,      0,      0,      0,      0,      0,      0,    22.9,    16.7,    38.0,    30.2,    21.7,    15.1,    36.4,    25.5,    22.9,    16.7,    38.0,    30.2,    21.7,    15.1,    36.4,    25.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 "
"UST BOND - CHICAGO BOARD OF TRADE",240109,2024-01-09,020601,CBT ,00,020 , 1452040,  178714,  334466,    6592, 1068735,  972584, 1254041, 1313642,  197999,  138398, 1452040,  178714,  334466,    6592, 1068735,  972584, 1254041, 1313642,  197999,  138398,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   24306,    5782,   20909,    1093,   12581,    3851,   19456,   25853,    4850,   -1547,  100.0,   12.3,   23.0,    0.5,   73.6,   67.0,   86.4,   90.5,   13.6,    9.5,  100.0,   12.3,   23.0,    0.5,   73.6,   67.0,   86.4,   90.5,   13.6,    9.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    209,     25,     37,     21,    102,    110,    141,    154,    209,     25,     37,     21,    102,    110,    141,    154,      0,      0,      0,      0,      0,      0,      0,      0,    22.9,    16.2,    37.8,    29.4,    21.7,    14.4,    36.2,    24.8,    22.9,    16.2,    37.8,    29.4,    21.7,    14.4,    36.2,    24.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 "
"UST BOND - CHICAGO BOARD OF TRADE",240102,2024-01-02,020601,CBT ,00,020 , 1427734,  172932,  313557,    5499, 1056154,  968733, 1234585, 1287789,  193149,  139945, 1427734,  172932,  313557,    5499, 1056154,  968733, 1234585, 1287789,  193149,  139945,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   48402,   17540,   14622,    -289,   29722,   36791,   46973,   51124,    1429,   -2722,  100.0,   12.1,   22.0,    0.4,   74.0,   67.9,   86.5,   90.2,   13.5,    9.8,  100.0,   12.1,   22.0,    0.4,   74.0,   67.9,   86.5,   90.2,   13.5,    9.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    203,     18,     40,     14,    100,    107,    127,    152,    203,     18,     40,     14,    100,    107,    127,    152,      0,      0,      0,      0,      0,      0,      0,      0,    23.5,    16.8,    38.8,    30.3,    22.3,    14.8,    37.2,    25.2,    23.5,    16.8,    38.8,    30.3,    22.3,    14.8,    37.2,    25.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 "
"ULTRA UST BOND - CHICAGO BOARD OF TRADE",240123,2024-01-23,020604,CBT ,00,020 , 1661311,  160975,  492084,    4284, 1331665, 1013090, 1496924, 1509458,  164387,  151853, 1661311,  160975,  492084,    4284, 1331665, 1013090, 1496924, 1509458,  164387,  151853,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -17957,   -4126,    4365,    -296,   -7876,  -20377,  -12298,  -16308,   -5659,   -1649,  100.0,    9.7,   29.6,    0.3,   80.2,   61.0,   90.1,   90.9,    9.9,    9.1,  100.0,    9.7,   29.6,    0.3,   80.2,   61.0,   90.1,   90.9,    9.9,    9.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    184,     15,     28,     13,    114,     94,    136,    128,    184,     15,     28,     13,    114,     94,    136,    128,      0,      0,      0,      0,      0,      0,      0,      0,    21.5,    33.6,    37.4,    49.2,    20.1,    33.6,    34.2,    43.8,    21.5,    33.6,    37.4,    49.2,    20.1,    33.6,    34.2,    43.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 "
"ULTRA UST BOND - CHICAGO BOARD OF TRADE",240116,2024-01-16,020604,CBT ,00,020 , 1679268,  165101,  487719,    4580, 1339541, 1033467, 1509222, 1525766,  170046,  153502, 1679268,  165101,  487719,    4580, 1339541, 1033467, 1509222, 1525766,  170046,  153502,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1028,   10762,   20185,     -26,  -12716,  -28569,   -1980,   -8410,    3008,    9438,  100.0,    9.8,   29.0,    0.3,   79.8,   61.5,   89.9,   90.9,   10.1,    9.1,  100.0,    9.8,   29.0,    0.3,   79.8,   61.5,   89.9,   90.9,   10.1,    9.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    183,     18,     26,     13,    111,     91,    136,    123,    183,     18,     26,     13,    111,     91,    136,    123,      0,      0,      0,      0,      0,      0,      0,      0,    21.3,    34.1,    37.3,    49.6,    19.9,    34.0,    34.1,    44.2,    21.3,    34.1,    37.3,    49.6,    19.9,    34.0,    34.1,    44.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 "
"ULTRA UST BOND - CHICAGO BOARD OF TRADE",240109,2024-01-09,020604,CBT ,00,020 , 1678240,  154339,  467534,    4606, 1352257, 1062036, 1511202, 1534176,  167038,  144064, 1678240,  154339,  467534,    4606, 1352257, 1062036, 1511202, 1534176,  167038,  144064,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   13038,   -1282,    9049,    1960,    8449,   11294,    9127,   22303,    3911,   -9265,  100.0,    9.2,   27.9,    0.3,   80.6,   63.3,   90.0,   91.4,   10.0,    8.6,  100.0,    9.2,   27.9,    0.3,   80.6,   63.3,   90.0,   91.4,   10.0,    8.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    184,     15,     28,     12,    111,     94,    132,    128,    184,     15,     28,     12,    111,     94,    132,    128,      0,      0,      0,      0,      0,      0,      0,      0,    21.2,    33.4,    37.6,    49.8,    20.0,    33.3,    34.6,    44.2,    21.2,    33.4,    37.6,    49.8,    20.0,    33.3,    34.6,    44.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 "
"ULTRA UST BOND - CHICAGO BOARD OF TRADE",240102,2024-01-02,020604,CBT ,00,020 , 1665202,  155621,  458485,    2646, 1343808, 1050742, 1502075, 1511873,  163127,  153329, 1665202,  155621,  458485,    2646, 1343808, 1050742, 1502075, 1511873,  163127,  153329,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   42157,    8617,   20436,    -456,   37383,   15510,   45544,   35490,   -3387,    6667,  100.0,    9.3,   27.5,    0.2,   80.7,   63.1,   90.2,   90.8,    9.8,    9.2,  100.0,    9.3,   27.5,    0.2,   80.7,   63.1,   90.2,   90.8,    9.8,    9.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    178,     16,     27,     12,    108,     92,    130,    125,    178,     16,     27,     12,    108,     92,    130,    125,      0,      0,      0,      0,      0,      0,      0,      0,    21.9,    33.6,    37.5,    50.2,    20.3,    33.6,    34.6,    45.0,    21.9,    33.6,    37.5,    50.2,    20.3,    33.6,    34.6,    45.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 "
"FUEL OIL USGC HSFO PLATTS BALM - ICE FUTURES ENERGY DIV",240123,2024-01-23,021391,IFED,01,021 ,    3287,     332,       0,     164,    2791,    3123,    3287,    3287,       0,       0,    3287,     332,       0,     164,    2791,    3123,    3287,    3287,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     395,       0,       0,       0,     395,     395,     395,     395,       0,       0,  100.0,   10.1,    0.0,    5.0,   84.9,   95.0,  100.0,  100.0,    0.0,    0.0,  100.0,   10.1,    0.0,    5.0,   84.9,   95.0,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,      4,      0,      2,     15,     12,     19,     14,     23,      4,      0,      2,     15,     12,     19,     14,      0,      0,      0,      0,      0,      0,      0,      0,    56.6,    76.7,    80.6,    95.3,    38.9,    64.0,    54.0,    65.7,    56.6,    76.7,    80.6,    95.3,    38.9,    64.0,    54.0,    65.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1000 BARRELS","021391","IFED","021 "
"FUEL OIL USGC HSFO PLATTS BALM - ICE FUTURES ENERGY DIV",240116,2024-01-16,021391,IFED,01,021 ,    2892,     332,       0,     164,    2396,    2728,    2892,    2892,       0,       0,    2892,     332,       0,     164,    2396,    2728,    2892,    2892,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     691,      48,       0,       3,     640,     688,     691,     691,       0,       0,  100.0,   11.5,    0.0,    5.7,   82.8,   94.3,  100.0,  100.0,    0.0,    0.0,  100.0,   11.5,    0.0,    5.7,   82.8,   94.3,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,      4,      0,      2,     14,     12,     18,     14,     23,      4,      0,      2,     14,     12,     18,     14,      0,      0,      0,      0,      0,      0,      0,      0,    59.1,    75.6,    82.0,    95.2,    41.1,    61.2,    53.4,    64.0,    59.1,    75.6,    82.0,    95.2,    41.1,    61.2,    53.4,    64.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1000 BARRELS","021391","IFED","021 "
"FUEL OIL USGC HSFO PLATTS BALM - ICE FUTURES ENERGY DIV",240109,2024-01-09,021391,IFED,01,021 ,    2201,     284,       0,     161,    1756,    2040,    2201,    2201,       0,       0,    2201,     284,       0,     161,    1756,    2040,    2201,    2201,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,.,.,.,.,.,.,.,.,.,.,  100.0,   12.9,    0.0,    7.3,   79.8,   92.7,  100.0,  100.0,    0.0,    0.0,  100.0,   12.9,    0.0,    7.3,   79.8,   92.7,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      4,      0,      1,     13,     12,     17,     13,     22,      4,      0,      1,     13,     12,     17,     13,      0,      0,      0,      0,      0,      0,      0,      0,    52.8,    68.1,    79.1,    93.8,    37.9,    50.1,    48.5,    55.8,    52.8,    68.1,    79.1,    93.8,    37.9,    50.1,    48.5,    55.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1000 BARRELS","021391","IFED","021 "
"MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV",240123,2024-01-23,021397,IFED,01,021 ,    7235,      75,      61,     291,    6491,    6593,    6857,    6945,     378,     290,    7235,      75,      61,     291,    6491,    6593,    6857,    6945,     378,     290,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -162,     -52,      36,       6,    -134,    -255,    -180,    -213,      18,      51,  100.0,    1.0,    0.8,    4.0,   89.7,   91.1,   94.8,   96.0,    5.2,    4.0,  100.0,    1.0,    0.8,    4.0,   89.7,   91.1,   94.8,   96.0,    5.2,    4.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,      1,      2,      2,     17,     18,     19,     21,     23,      1,      2,      2,     17,     18,     19,     21,      0,      0,      0,      0,      0,      0,      0,      0,    71.4,    53.4,    83.2,    75.2,    24.8,    23.3,    28.6,    28.9,    71.4,    53.4,    83.2,    75.2,    24.8,    23.3,    28.6,    28.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1000 barrels","021397","IFED","021 "
"MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV",240116,2024-01-16,021397,IFED,01,021 ,    7397,     127,      25,     285,    6625,    6848,    7037,    7158,     360,     239,    7397,     127,      25,     285,    6625,    6848,    7037,    7158,     360,     239,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     -21,     -33,      25,       0,      12,     -37,     -21,     -12,       0,      -9,  100.0,    1.7,    0.3,    3.9,   89.6,   92.6,   95.1,   96.8,    4.9,    3.2,  100.0,    1.7,    0.3,    3.9,   89.6,   92.6,   95.1,   96.8,    4.9,    3.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,      2,      1,      1,     17,     18,     19,     20,     23,      2,      1,      1,     17,     18,     19,     20,      0,      0,      0,      0,      0,      0,      0,      0,    72.9,    53.4,    84.4,    76.3,    27.0,    24.1,    29.7,    30.1,    72.9,    53.4,    84.4,    76.3,    27.0,    24.1,    29.7,    30.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1000 barrels","021397","IFED","021 "
"MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV",240109,2024-01-09,021397,IFED,01,021 ,    7418,     160,       0,     285,    6613,    6885,    7058,    7170,     360,     248,    7418,     160,       0,     285,    6613,    6885,    7058,    7170,     360,     248,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2187,    -247,       0,       0,   -2072,   -2179,   -2319,   -2179,     132,      -8,  100.0,    2.2,    0.0,    3.8,   89.1,   92.8,   95.1,   96.7,    4.9,    3.3,  100.0,    2.2,    0.0,    3.8,   89.1,   92.8,   95.1,   96.7,    4.9,    3.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      2,      0,      1,     17,     18,     19,     19,     22,      2,      0,      1,     17,     18,     19,     19,      0,      0,      0,      0,      0,      0,      0,      0,    72.1,    53.8,    85.4,    76.9,    28.8,    25.9,    32.5,    32.6,    72.1,    53.8,    85.4,    76.9,    28.8,    25.9,    32.5,    32.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1000 barrels","021397","IFED","021 "
